"Year","Rider","Rnk.Dauphine","Rnk.Tour","Rnk.TourDeSuisse"
2009,"Vaitkus Tomas",89,NA,NA
2009,"Valjavec Tadej",NA,NA,7
2009,"Valverde Alejandro",1,NA,NA
2009,"Van Avermaet Greg",NA,86,81
2009,"Van Goolen Jurgen",37,NA,NA
2009,"Van den Broeck Jurgen",29,13,NA
2009,"Vandborg Brian Bach",NA,113,26
2009,"Vande Velde Christian",NA,7,80
2009,"Vandenbergh Stijn",74,93,NA
2009,"Vanendert Jelle",121,NA,NA
2009,"Vanotti Alessandro",NA,117,NA
2009,"Vansummeren Johan",NA,90,84
2009,"Vaugrenard Benoît",96,139,NA
2009,"Veikkanen Jussi",NA,105,35
2009,"Velasco Iván",NA,NA,37
2009,"Velits Martin",59,NA,NA
2009,"Velits Peter",NA,30,12
2009,"Velo Marco",107,NA,NA
2009,"Verdugo Gorka",72,59,NA
2009,"Viganò Davide",NA,NA,94
2009,"Voeckler Thomas",NA,64,NA
2009,"Vogondy Nicolas",NA,65,NA
2009,"Voss Paul",125,NA,NA
2009,"Weening Pieter",NA,NA,29
2009,"Wegelius Charles",NA,57,NA
2009,"Wegmann Fabian",70,134,NA
2009,"Weissinger René",NA,NA,131
2009,"Weylandt Wouter",NA,NA,138
2009,"Wiggins Bradley",NA,3,NA
2009,"Willems Frederik",63,83,NA
2009,"Wrolich Peter",NA,NA,83
2009,"Wurf Cameron",92,NA,NA
2009,"Wynants Maarten",127,NA,NA
2009,"Wyss Marcel",NA,NA,52
2009,"Zabriskie David",NA,74,NA
2009,"Zagorodnii Vladimir",124,NA,NA
2009,"Zandio Xabier",68,NA,NA
2009,"Zaugg Oliver",NA,NA,15
2009,"Zberg Markus",94,NA,NA
2009,"Zubeldia Haimar",8,25,NA
2009,"de Greef Francis",NA,NA,66
2009,"de Jongh Steven",NA,150,127
2009,"de Kort Koen",NA,108,NA
2009,"de la Fuente David",51,NA,NA
2009,"ten Dam Laurens",NA,58,NA
2009,"van de Walle Jurgen",43,NA,NA
2009,"Špilak Simon",77,106,NA
2010,"Aaen Jørgensen Jonas ",94,NA,NA
2010,"Aerts Mario",52,30,NA
2010,"Albasini Michael",NA,NA,64
2010,"Aramendia Javier",NA,NA,80
2010,"Arashiro Yukiya",NA,109,NA
2010,"Armstrong Lance",NA,23,2
2010,"Augé Stéphane",NA,150,NA
2010,"Bak Lars Ytting",73,NA,NA
2010,"Ballan Alessandro",NA,84,71
2010,"Barredo Carlos",NA,38,22
2010,"Barry Michael",NA,96,NA
2010,"Basso Ivan",NA,29,NA
2010,"Bazayev Assan",NA,NA,102
2010,"Bellotti Francesco",69,119,NA
2010,"Benítez José Alberto",NA,142,NA
2010,"Bernaudeau Giovanni",82,NA,NA
2010,"Boasson Hagen Edvald",64,113,NA
2010,"Bole Grega",70,122,NA
2010,"Bonnafond Guillaume",65,NA,NA
2010,"Bookwalter Brent",NA,144,NA
2010,"Boom Lars",NA,127,NA
2010,"Bouet Maxime",44,103,NA
2010,"Brajkovic Janez",1,40,NA
2010,"Brandt Christophe",84,NA,NA
2010,"Breschel Matti",NA,139,NA
2010,"Bruseghin Marzio",NA,NA,107
2010,"Brutt Pavel",NA,99,NA
2010,"Burghardt Marcus",NA,158,78
2010,"Calzati Sylvain",54,NA,NA
2010,"Cancellara Fabian",NA,118,55
2010,"Capecchi Eros",NA,80,NA
2010,"Capelli Ermano",NA,NA,108
2010,"Carlström Kjell",NA,NA,43
2010,"Carrara Matteo",NA,NA,15
2010,"Casar Sandy",NA,22,26
2010,"Castroviejo Jonathan",NA,NA,23
2010,"Cavendish Mark",NA,151,NA
2010,"Cazaux Pierre",85,NA,NA
2010,"Chainel Steve",75,NA,NA
2010,"Champion Dimitri",48,157,NA
2010,"Charteau Anthony",NA,41,NA
2010,"Chavanel Sylvain",NA,28,37
2010,"Cheula Giampaolo",NA,NA,51
2010,"Ciolek Gerald",NA,130,NA
2010,"Contador Alberto",2,1,NA
2010,"Coppel Jérôme",5,NA,NA
2010,"Corti Marco",NA,NA,103
2010,"Costa Rui",NA,70,33
2010,"Cummings Steve",NA,148,NA
2010,"Cunego Damiano",NA,26,NA
2010,"Da Dalto Mauro",NA,120,NA
2010,"Danielson Tom",NA,NA,24
2010,"Davis Allan Howard",NA,NA,93
2010,"De Weert Kevin",37,16,NA
2010,"Dean Julian",NA,154,NA
2010,"Delage Mickaël",80,NA,NA
2010,"Delaplace Anthony",71,NA,NA
2010,"Denifl Stefan",59,NA,NA
2010,"Dessel Cyril",24,NA,NA
2010,"Devenyns Dries",NA,141,NA
2010,"Devolder Stijn",NA,NA,17
2010,"Di Grégorio Rémy",19,75,NA
2010,"Dockx Gert",49,NA,NA
2010,"Durán Arkaitz",16,78,NA
2010,"Efimkin Vladimir",NA,NA,81
2010,"Eisel Bernhard",NA,153,111
2010,"El Fares Julien",26,24,NA
2010,"Elijzen Michiel",NA,NA,79
2010,"Elmiger Martin",NA,72,61
2010,"Erviti Imanol",56,74,NA
2010,"Evans Cadel",NA,23,NA
2010,"Flecha Juan Antonio",NA,86,31
2010,"Florencio Xavier",NA,NA,77
2010,"Fofonov Dmitriy",74,NA,NA
2010,"Frank Mathias",NA,NA,67
2010,"Freire Óscar",NA,138,66
2010,"Fröhlinger Johannes",NA,87,25
2010,"Fuglsang Jakob",NA,47,3
2010,"Fédrigo Pierrick",NA,54,NA
2010,"Gadret John",NA,17,NA
2010,"Garate Juan Manuel",NA,32,48
2010,"Gautier Cyril",45,42,NA
2010,"Gavazzi Francesco",NA,102,44
2010,"Gerdemann Linus",NA,81,NA
2010,"Gesink Robert",NA,4,5
2010,"Geslin Anthony",93,143,NA
2010,"Gianetti Noe",NA,NA,114
2010,"Gourov Maxim",NA,NA,82
2010,"Golas Michal",NA,NA,89
2010,"Grabsch Bert",NA,166,NA
2010,"Grivko Andrey",NA,133,NA
2010,"Gusev Vladimir",17,NA,NA
2010,"Gustov Volodymyr",NA,31,NA
2010,"Gutiérrez David",81,NA,NA
2010,"Gutiérrez José Iván",NA,45,34
2010,"Hernández Aitor",NA,NA,113
2010,"Hernández Jesús",27,137,NA
2010,"Hesjedal Ryder",NA,5,NA
2010,"Hincapie George",NA,56,30
2010,"Hondo Danilo",NA,132,NA
2010,"Horner Chris",9,8,NA
2010,"Hulsmans Kevin",NA,NA,88
2010,"Hunt Jeremy",NA,160,NA
2010,"Hunter Robert",NA,NA,84
2010,"Hushovd Thor",NA,108,87
2010,"Iglinskiy Maxim",NA,128,NA
2010,"Isasi Iñaki",78,112,NA
2010,"Ivanov Serguei",NA,106,NA
2010,"Kadri Blel",34,NA,NA
2010,"Kaisen Olivier",NA,NA,76
2010,"Kennaugh Peter",38,NA,NA
2010,"Kern Christophe",NA,94,NA
2010,"Kessiakoff Fredrik",50,NA,NA
2010,"Kiryienka Vasil",NA,57,NA
2010,"Klier Andreas",NA,165,106
2010,"Klöden Andreas",NA,12,8
2010,"Knees Christian",13,88,NA
2010,"Kolobnev Alexandr",NA,62,49
2010,"Konovalovas Ignatas",NA,124,NA
2010,"Koren Kristijan",15,91,NA
2010,"Kozontchuk Dmitry",90,NA,NA
2010,"Kreuziger Roman",NA,7,16
2010,"Kroon Karsten",NA,135,96
2010,"Kuschynski Aleksandr",NA,83,92
2010,"Kvist Thomas Vedel",55,NA,NA
2010,"Ladagnous Matthieu",57,90,NA
2010,"Lagutin Sergey",NA,NA,20
2010,"Lancaster Brett",NA,156,90
2010,"Lang Sebastian",NA,77,NA
2010,"Larsson Gustav Erik",NA,NA,11
2010,"Lastras Pablo",NA,NA,41
2010,"Le Mével Christophe",14,39,NA
2010,"Leezer Tom",NA,NA,97
2010,"Lefèvre Laurent",62,NA,NA
2010,"Leipheimer Levi",NA,11,10
2010,"Lelay David",22,NA,NA
2010,"Lequatre Geoffroy",92,NA,NA
2010,"Levarlet Guillaume",41,NA,NA
2010,"Ljungblad Jonas",NA,NA,100
2010,"Lloyd Daniel",NA,161,NA
2010,"Lloyd Matthew",NA,44,NA
2010,"Lorenzetto Mirco",NA,163,98
2010,"Lund Anders",47,NA,NA
2010,"Löfkvist Thomas",NA,15,12
2010,"Maaskant Martijn",NA,136,65
2010,"Magazzini Enrico",88,NA,NA
2010,"Malori Adriano",89,167,NA
2010,"Marcato Marco",NA,NA,38
2010,"Martin Tony",NA,134,6
2010,"Martínez Egoi",40,37,NA
2010,"McCartney Jason",NA,NA,101
2010,"McEwen Robbie",NA,162,NA
2010,"Menchov Denis",25,3,NA
2010,"Millar David",NA,155,NA
2010,"Minard Sébastien",87,89,NA
2010,"Moerenhout Koos",61,49,NA
2010,"Moinard Amaël",76,67,NA
2010,"Mollema Bauke",NA,NA,29
2010,"Mondory Lloyd",NA,115,NA
2010,"Monfort Maxime",NA,52,18
2010,"Monier Damien",NA,68,NA
2010,"Morabito Steve",NA,48,4
2010,"Moreau Christophe",23,20,NA
2010,"Moreno Daniel",NA,19,NA
2010,"Mori Manuele",72,NA,NA
2010,"Mourey Francis",NA,NA,54
2010,"Muravyev Dmitriy",NA,145,95
2010,"Navarro Daniel",29,46,NA
2010,"Nepomnyachshiy Yevgeniy",NA,NA,104
2010,"Niermann Grischa",NA,53,46
2010,"Nocentini Rinaldo",NA,95,72
2010,"Nordhaug Lars Petter",NA,NA,50
2010,"Noval Benjamín",NA,101,NA
2010,"Nuyens Nick",NA,NA,85
2010,"O'Grady Stuart",NA,146,NA
2010,"Oroz Juan José",NA,NA,27
2010,"Oss Daniel",NA,121,86
2010,"Pasamontes Luis",39,NA,NA
2010,"Pate Danny",86,NA,NA
2010,"Paulinho Sérgio Miguel",NA,43,NA
2010,"Pauriol Rémi",30,35,NA
2010,"Pauwels Serge",NA,104,32
2010,"Pereiro Óscar",NA,NA,58
2010,"Perget Mathieu",31,61,NA
2010,"Petacchi Alessandro",NA,147,83
2010,"Peterson Tom",91,NA,NA
2010,"Pietropolli Daniele",NA,NA,21
2010,"Pineau Jérôme",NA,63,NA
2010,"Pinot Thibaut",20,NA,NA
2010,"Plaza Rubén",46,10,NA
2010,"Pliu<U+0219>chin Alexandr",NA,105,NA
2010,"Poels Wout",NA,NA,36
2010,"Popovych Yaroslav",NA,82,59
2010,"Portal Nicolas",66,NA,NA
2010,"Possoni Morris",NA,NA,73
2010,"Pérez Aitor",NA,79,NA
2010,"Pérez Alan",NA,126,NA
2010,"Pérez Rubén",NA,92,NA
2010,"Quinziato Manuel",NA,159,75
2010,"Rasch Gabriel",79,NA,NA
2010,"Rast Grégory",NA,111,74
2010,"Renev Sergey",NA,NA,39
2010,"Renshaw Mark",NA,NA,112
2010,"Riblon Christophe",7,25,NA
2010,"Roberts Luke",NA,100,NA
2010,"Roche Nicolas",NA,13,19
2010,"Rodríguez Joaquim",NA,6,9
2010,"Roelandts Jürgen",77,117,NA
2010,"Rogers Michael",NA,34,NA
2010,"Rohregger Thomas",33,71,NA
2010,"Rojas José Joaquín",NA,65,28
2010,"Rolland Pierre",8,55,NA
2010,"Roux Anthony",NA,164,NA
2010,"Roy Jérémy",NA,140,56
2010,"Russ Matthias",NA,NA,94
2010,"Samoilau Branislau",12,NA,NA
2010,"Santambrogio Mauro",NA,NA,110
2010,"Santaromita Ivan",63,NA,NA
2010,"Saramotins Aleksejs",67,NA,NA
2010,"Sastre Carlos",NA,18,NA
2010,"Schleck Andy",NA,1,14
2010,"Schleck Fränk",NA,NA,1
2010,"Schröder Björn",NA,NA,70
2010,"Seeldraeyers Kevin",NA,131,NA
2010,"Sicard Romain",11,NA,NA
2010,"Silin Egor",60,NA,NA
2010,"Siutsou Kanstantsin",28,36,NA
2010,"Sprick Matthieu",NA,97,NA
2010,"Steegmans Gert",NA,NA,105
2010,"Stetina Peter",51,NA,NA
2010,"Sulzberger Wesley",NA,149,68
2010,"Szmyd Sylwester",10,58,NA
2010,"Sánchez Luis León",NA,9,35
2010,"Sánchez Samuel",18,2,NA
2010,"Sørensen Chris Anker",NA,66,NA
2010,"Sørensen Nicki",NA,152,NA
2010,"Tankink Bram",43,NA,NA
2010,"Thomas Geraint",21,64,NA
2010,"Tiralongo Paolo",NA,51,NA
2010,"Tjallingii Maarten",68,129,NA
2010,"Turgot Sébastien",NA,110,NA
2010,"Txurruka Amets",NA,NA,40
2010,"Ulissi Diego",NA,NA,62
2010,"Urtasun Pablo",NA,NA,63
2010,"Urán Rigoberto",NA,NA,7
2010,"Valls Rafael",NA,50,22
2010,"Van Avermaet Greg",NA,NA,42
2010,"Van den Broeck Jurgen",4,3,NA
2010,"Vandborg Brian Bach",NA,125,NA
2010,"Vande Velde Christian",NA,NA,69
2010,"Vandenbergh Stijn",58,NA,NA
2010,"Vanotti Alessandro",NA,NA,53
2010,"Vansummeren Johan",36,27,NA
2010,"Vaugrenard Benoît",83,93,NA
2010,"Velasco Iván",32,59,NA
2010,"Verdugo Gorka",35,33,NA
2010,"Vinokourov Alexandre",NA,14,NA
2010,"Voeckler Thomas",NA,73,NA
2010,"Vogondy Nicolas",6,85,NA
2010,"Voigt Jens",NA,123,52
2010,"Vorganov Eduard",NA,76,57
2010,"Wegmann Fabian",NA,116,60
2010,"Westra Lieuwe",NA,NA,109
2010,"Wiggins Bradley",NA,21,NA
2010,"Wilson Matthew",NA,NA,99
2010,"Wynants Maarten",NA,114,91
2010,"Zabriskie David",NA,98,47
2010,"Zaugg Oliver",NA,NA,13
2010,"Zeits Andrey",53,NA,NA
2010,"de Greef Francis",NA,69,NA
2010,"de la Fuente David",42,107,NA
2010,"van Garderen Tejay",3,NA,NA
2010,"van de Walle Jurgen",NA,60,45
2011,"Albasini Michael",NA,NA,39
2011,"Amador Andrey",NA,164,NA
2011,"Anzà Santo",104,NA,NA
2011,"Aramendia Javier",NA,NA,80
2011,"Arroyo David",NA,34,NA
2011,"Arvesen Kurt-Asle",NA,NA,64
2011,"Azanza Jorge",NA,NA,23
2011,"Bak Lars Ytting",NA,152,NA
2011,"Bakelants Jan",NA,NA,13
2011,"Ballan Alessandro",NA,NA,81
2011,"Barredo Carlos",57,35,NA
2011,"Basso Ivan",26,7,NA
2011,"Bazayev Assan",NA,NA,90
2011,"Bazzana Alessandro",NA,NA,111
2011,"Bellotti Francesco",41,NA,NA
2011,"Benedetti Cesare",NA,NA,97
2011,"Bertogliati Rubens",NA,NA,94
2011,"Bilbao Pello",92,NA,NA
2011,"Boaro Manuele",NA,NA,95
2011,"Boasson Hagen Edvald",54,51,NA
2011,"Bobridge Jack",NA,NA,137
2011,"Bodnar Maciej",NA,141,108
2011,"Bole Grega",106,125,NA
2011,"Bono Matteo",NA,91,133
2011,"Bookwalter Brent",NA,112,53
2011,"Boonen Tom",NA,NA,105
2011,"Bouet Maxime",23,53,NA
2011,"Božic Borut",NA,134,113
2011,"Brajkovic Janez",9,NA,NA
2011,"Breschel Matti",NA,NA,87
2011,"Bruseghin Marzio",NA,NA,107
2011,"Brutt Pavel",NA,NA,121
2011,"Buffaz Mickaël",93,129,NA
2011,"Burghardt Marcus",NA,162,102
2011,"Busche Matthew",32,NA,NA
2011,"Bárta Jan",NA,NA,122
2011,"Cancellara Fabian",NA,117,98
2011,"Caruso Damiano",NA,NA,51
2011,"Caruso Giampaolo",NA,NA,12
2011,"Casar Sandy",53,26,NA
2011,"Castroviejo Jonathan",NA,NA,125
2011,"Cavendish Mark",NA,128,127
2011,"Charteau Anthony",NA,50,NA
2011,"Chavanel Sylvain",NA,59,72
2011,"Cherel Mickaël",NA,NA,77
2011,"Christensen Mads",NA,NA,27
2011,"Ciolek Gerald",NA,148,101
2011,"Cioni Dario David",NA,NA,109
2011,"Clarke Simon",NA,NA,57
2011,"Contador Alberto",NA,5,NA
2011,"Cooke Baden",NA,NA,129
2011,"Coppel Jérôme",13,13,NA
2011,"Costa Rui",43,88,NA
2011,"Coyot Arnaud",NA,146,NA
2011,"Cunego Damiano",NA,6,2
2011,"Danielson Tom",NA,8,9
2011,"De Gendt Thomas",NA,61,48
2011,"De Weert Kevin",NA,12,17
2011,"Dean Julian",NA,143,NA
2011,"Delage Mickaël",NA,130,NA
2011,"Delaplace Anthony",NA,133,NA
2011,"Dessel Cyril",NA,NA,29
2011,"Devenyns Dries",NA,44,33
2011,"Devolder Stijn",NA,NA,128
2011,"Di Grégorio Rémy",21,37,NA
2011,"Dietziker Andreas",NA,NA,61
2011,"Dumoulin Samuel",NA,160,NA
2011,"Dupont Hubert",NA,21,NA
2011,"Duque Leonardo Fabio",103,119,NA
2011,"Dyachenko Alexandr",NA,NA,92
2011,"Efimkin Alexander",NA,NA,21
2011,"Eisel Bernhard",NA,159,135
2011,"El Fares Julien",NA,38,NA
2011,"Elmiger Martin",NA,NA,56
2011,"Engels Addy",NA,144,NA
2011,"Engoulvent Jimmy",NA,158,NA
2011,"Erviti Imanol",52,86,NA
2011,"Evans Cadel",2,1,NA
2011,"Farrar Tyler",NA,157,NA
2011,"Fernández Koldo",NA,NA,112
2011,"Flecha Juan Antonio",NA,96,NA
2011,"Fofonov Dmitriy",73,104,NA
2011,"Frank Mathias",NA,NA,6
2011,"Froome Chris",NA,NA,47
2011,"Fuglsang Jakob",NA,48,4
2011,"Fédrigo Pierrick",36,NA,NA
2011,"Galland Jérémie",NA,136,NA
2011,"Gallopin Tony",NA,77,NA
2011,"Garate Juan Manuel",70,NA,NA
2011,"Gasparotto Enrico",NA,NA,65
2011,"Gastauer Ben",NA,NA,69
2011,"Gautier Cyril",57,41,NA
2011,"Gerdemann Linus",NA,58,24
2011,"Gerrans Simon",102,94,NA
2011,"Gesink Robert",20,32,NA
2011,"Gilbert Philippe",NA,36,NA
2011,"Goss Matthew",NA,140,100
2011,"Gottfried Alexander",NA,NA,96
2011,"Golas Michal",82,NA,NA
2011,"Grabsch Bert",NA,NA,139
2011,"Greipel André",NA,154,115
2011,"Grivko Andrey",108,142,NA
2011,"Gusev Vladimir",NA,22,NA
2011,"Gutiérrez José Iván",NA,100,37
2011,"Gène Yohann",NA,156,NA
2011,"Hansen Adam",NA,NA,88
2011,"Haussler Heinrich",NA,NA,79
2011,"Hayman Mathew",NA,NA,132
2011,"Henderson Gregory",NA,NA,124
2011,"Hermans Ben",24,NA,NA
2011,"Hernández Jesús",NA,90,NA
2011,"Hesjedal Ryder",NA,17,20
2011,"Hinault Sébastien",NA,109,NA
2011,"Hincapie George",NA,54,36
2011,"Hivert Jonathan",65,95,NA
2011,"Hondo Danilo",NA,107,119
2011,"Hoogerland Johnny",NA,72,NA
2011,"Hunter Robert",NA,NA,99
2011,"Hushovd Thor",NA,66,104
2011,"Huzarski Bartosz",NA,NA,67
2011,"Iglinskiy Maxim",79,103,NA
2011,"Ignatiev Mikhail",NA,145,NA
2011,"Impey Daryl",NA,NA,34
2011,"Irizar Markel",NA,82,NA
2011,"Izagirre Gorka",NA,64,18
2011,"Jeandesboz Fabrice",35,122,NA
2011,"Jeannesson Arnold",67,14,NA
2011,"Joly Sébastien",86,NA,NA
2011,"Jérôme Vincent",113,153,NA
2011,"Kadri Blel",NA,115,NA
2011,"Kaisen Olivier",NA,NA,120
2011,"Kangert Tanel",NA,NA,32
2011,"Karpets Vladimir",48,27,NA
2011,"Kern Christophe",6,NA,NA
2011,"Kessiakoff Fredrik",55,NA,NA
2011,"Klöden Andreas",NA,NA,38
2011,"Knees Christian",84,62,NA
2011,"Kobzarenko Valery",NA,NA,58
2011,"Kolobnev Alexandr",60,NA,NA
2011,"Koren Kristijan",59,85,NA
2011,"Kostyuk Denys",NA,151,NA
2011,"Kreuziger Roman",NA,110,NA
2011,"Kruijswijk Steven",NA,NA,3
2011,"Kuschynski Aleksandr",NA,NA,114
2011,"Kvachuk Oleksandr",NA,NA,126
2011,"König Leopold",NA,NA,82
2011,"Lagutin Sergey",NA,NA,43
2011,"Lang Sebastian",NA,111,NA
2011,"Larsson Gustav Erik",NA,NA,28
2011,"Lastras Pablo",NA,NA,30
2011,"Leipheimer Levi",NA,31,1
2011,"Lequatre Geoffroy",66,NA,NA
2011,"Ligthart Pim",107,NA,NA
2011,"Longo Borghini Paolo",105,124,NA
2011,"Loosli David",NA,57,NA
2011,"Losada Alberto",NA,NA,35
2011,"Lund Anders",96,NA,NA
2011,"López David",56,NA,NA
2011,"Madrazo Ángel",NA,NA,52
2011,"Magazzini Enrico",NA,NA,134
2011,"Majka Rafal",34,NA,NA
2011,"Malori Adriano",101,89,NA
2011,"Mangel Laurent",NA,120,NA
2011,"Marcato Marco",NA,87,44
2011,"Martens Paul",77,NA,NA
2011,"Martin Dan",33,NA,NA
2011,"Martin Tony",37,42,NA
2011,"Martínez Egoi",47,33,NA
2011,"Marycz Jaroslaw",NA,NA,116
2011,"Marzano Marco",51,NA,NA
2011,"McCartney Jason",99,NA,NA
2011,"McEwen Robbie",NA,NA,138
2011,"Meersman Gianni",NA,75,NA
2011,"Megías Javier",NA,NA,85
2011,"Millar David",NA,74,NA
2011,"Minard Sébastien",100,108,NA
2011,"Moinard Amaël",75,63,NA
2011,"Mollema Bauke",NA,68,5
2011,"Moncoutié David",12,39,NA
2011,"Mondory Lloyd",NA,NA,118
2011,"Monfort Maxime",NA,28,10
2011,"Monier Damien",85,NA,NA
2011,"Montaguti Matteo",NA,NA,42
2011,"Morabito Steve",39,47,NA
2011,"Mourey Francis",42,NA,NA
2011,"Muravyev Dmitriy",NA,127,89
2011,"Navardauskas Ramunas",NA,155,NA
2011,"Navarro Daniel",NA,60,NA
2011,"Nerz Dominik",NA,NA,62
2011,"Niemiec Przemyslaw",81,NA,NA
2011,"Niermann Grischa",91,69,NA
2011,"Noval Benjamín",NA,114,63
2011,"Nuyens Nick",NA,NA,117
2011,"O'Grady Stuart",NA,76,93
2011,"Oliveira Nelson",NA,NA,70
2011,"Oss Daniel",NA,98,91
2011,"Ovechkin Artem",NA,NA,49
2011,"Paolini Luca",NA,NA,83
2011,"Pate Danny",27,163,NA
2011,"Paterski Maciej",29,67,NA
2011,"Paulinho Sérgio Miguel",49,79,NA
2011,"Pauriol Rémi",58,NA,NA
2011,"Peraud Jean-Christophe",7,9,NA
2011,"Perget Mathieu",88,NA,NA
2011,"Petacchi Alessandro",NA,105,NA
2011,"Pidgornyy Ruslan",NA,NA,31
2011,"Pineau Jérôme",NA,52,NA
2011,"Pinot Thibaut",16,NA,NA
2011,"Pires Bruno",19,NA,NA
2011,"Pliu<U+0219>chin Alexandr",NA,NA,41
2011,"Poels Wout",NA,NA,25
2011,"Ponzi Simone",NA,NA,55
2011,"Porte Richie",NA,70,NA
2011,"Posthuma Joost",64,106,NA
2011,"Pérez Aitor",109,NA,NA
2011,"Pérez Alan",NA,92,54
2011,"Pérez Francisco",80,NA,NA
2011,"Pérez Rubén",NA,73,68
2011,"Quinziato Manuel",97,113,NA
2011,"Quéméneur Perrig",90,149,NA
2011,"Rast Grégory",NA,NA,86
2011,"Ravard Anthony",NA,NA,73
2011,"Renev Sergey",NA,NA,46
2011,"Renshaw Mark",NA,161,NA
2011,"Reynés Vicente",NA,NA,131
2011,"Riblon Christophe",NA,49,NA
2011,"Righi Daniele",NA,NA,75
2011,"Roberts Luke",NA,NA,59
2011,"Roche Nicolas",NA,25,NA
2011,"Rodríguez Joaquim",5,NA,NA
2011,"Roelandts Jürgen",NA,83,NA
2011,"Rojas José Joaquín",NA,78,14
2011,"Rolland Pierre",18,10,NA
2011,"Roux Anthony",NA,99,NA
2011,"Roy Jérémy",87,84,NA
2011,"Ruijgh Rob",14,20,NA
2011,"Sabatini Fabio",NA,165,NA
2011,"Sagan Peter",NA,NA,50
2011,"Samoilau Branislau",NA,NA,16
2011,"Santaromita Ivan",74,81,NA
2011,"Schleck Andy",NA,2,19
2011,"Schleck Fränk",NA,3,7
2011,"Schorn Daniel",NA,NA,123
2011,"Schär Michael",95,101,NA
2011,"Sieberg Marcel",NA,139,110
2011,"Silin Egor",98,71,NA
2011,"Simon Julien",40,NA,NA
2011,"Siutsou Kanstantsin",8,NA,NA
2011,"Slagter Tom-Jelte",NA,NA,66
2011,"Smukulis Gatis",78,NA,NA
2011,"Stannard Ian",NA,NA,78
2011,"Steegmans Gert",NA,NA,136
2011,"Sutton Chris",NA,NA,130
2011,"Swift Ben",NA,135,106
2011,"Szmyd Sylwester",NA,40,NA
2011,"Sánchez Luis León",44,55,NA
2011,"Sánchez Samuel",17,5,NA
2011,"Sørensen Chris Anker",11,35,NA
2011,"Sørensen Nicki",46,93,NA
2011,"Taaramäe Rein",45,11,NA
2011,"Talabardon Yannick",68,45,NA
2011,"Terpstra Niki",NA,132,NA
2011,"Thomas Geraint",NA,30,NA
2011,"Tjallingii Maarten",112,97,NA
2011,"Tosatto Matteo",NA,121,NA
2011,"Trofimov Yuri",25,29,NA
2011,"Tschopp Johann",NA,NA,22
2011,"Turgot Sébastien",NA,118,NA
2011,"Txurruka Amets",22,NA,NA
2011,"Urtasun Pablo",111,147,NA
2011,"Urán Rigoberto",28,23,NA
2011,"Vaitkus Tomas",NA,138,NA
2011,"Valentin Tristan",62,116,NA
2011,"Van Avermaet Greg",NA,NA,60
2011,"Van den Broeck Jurgen",4,NA,NA
2011,"Vandborg Brian Bach",72,123,NA
2011,"Vande Velde Christian",NA,16,26
2011,"Vandewalle Kristof",NA,NA,74
2011,"Vanendert Jelle",NA,19,NA
2011,"Vanotti Alessandro",NA,131,NA
2011,"Vansummeren Johan",94,NA,NA
2011,"Velasco Iván",30,NA,NA
2011,"Velits Martin",NA,NA,84
2011,"Velits Peter",NA,18,40
2011,"Ventoso Francisco José",NA,137,103
2011,"Verdugo Gorka",63,24,NA
2011,"Veuchelen Frederik",71,NA,NA
2011,"Vichot Arthur",NA,102,NA
2011,"Vinokourov Alexandre",3,NA,NA
2011,"Voeckler Thomas",10,4,NA
2011,"Vogondy Nicolas",83,NA,NA
2011,"Voigt Jens",NA,65,76
2011,"Weening Pieter",NA,NA,71
2011,"Westra Lieuwe",110,126,NA
2011,"Wiggins Bradley",1,NA,NA
2011,"Wurf Cameron",61,NA,NA
2011,"Zabriskie David",76,NA,NA
2011,"Zandio Xabier",89,46,NA
2011,"Zaugg Oliver",31,NA,NA
2011,"Zeits Andrey",15,43,NA
2011,"Zingle Romain",NA,150,NA
2011,"Zubeldia Haimar",50,15,NA
2011,"de Greef Francis",NA,NA,15
2011,"de Maar Marc",38,NA,NA
2011,"ten Dam Laurens",NA,56,8
2011,"van Garderen Tejay",NA,80,11
2011,"van de Walle Jurgen",69,NA,NA
2011,"Štybar Zdenek",NA,NA,45
2012,"Albasini Michael",NA,110,NA
2012,"Amador Andrey",26,NA,NA
2012,"Anderson Ryan",NA,NA,92
2012,"Arashiro Yukiya",NA,84,NA
2012,"Arroyo David",62,NA,NA
2012,"Astarloza Mikel",NA,NA,20
2012,"Azanza Jorge",67,74,NA
2012,"Bagot Yoann",56,NA,NA
2012,"Bak Lars Ytting",NA,96,NA
2012,"Barredo Carlos",66,NA,NA
2012,"Barry Michael",NA,NA,24
2012,"Basso Ivan",NA,25,NA
2012,"Bazzana Alessandro",NA,NA,64
2012,"Belkov Maxim",104,NA,NA
2012,"Bernaudeau Giovanni",136,NA,NA
2012,"Bertogliati Rubens",NA,NA,38
2012,"Bilbao Pello",146,NA,NA
2012,"Boasson Hagen Edvald",51,56,NA
2012,"Boeckmans Kris",NA,115,81
2012,"Boivin Guillaume",NA,NA,90
2012,"Bonnafond Guillaume",NA,NA,71
2012,"Bookwalter Brent",NA,NA,54
2012,"Bouet Maxime",39,55,NA
2012,"Božic Borut",123,129,NA
2012,"Brajkovic Janez",7,9,NA
2012,"Bruseghin Marzio",NA,NA,60
2012,"Burghardt Marcus",NA,58,34
2012,"Bérard Julien",NA,NA,82
2012,"Cantwell Jonathan",144,137,NA
2012,"Canuti Federico",80,114,NA
